category,info,lat,lon,marker_size,marker_color,label,tool_tip
Yard Tag Sweep,5 devices|60% NT|Farmland,35.48498966956521,-119.24324732608697,6.8,#cca300,3/5,Company: Farmland\nNT/Devices: 3/5 [60%]
Yard Tag Sweep,9 devices|22% NT|Farmland,35.51424013023256,-119.53704887209301,3.7777777777777777,#459c00,2/9,Company: Farmland\nNT/Devices: 2/9 [22%]
Yard Tag Sweep,3 devices|0% NT|Farmland,38.962825342307696,-121.39878081923078,2,#008000,0/3,Company: Farmland\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,12 devices|33% NT|Farmland,35.5572804475,-119.41224097999998,4.666666666666666,#70aa00,4/12,Company: Farmland\nNT/Devices: 4/12 [33%]
Yard Tag Sweep,6 devices|0% NT|Farmland,35.71093097916667,-119.34356275833333,2,#008000,0/6,Company: Farmland\nNT/Devices: 0/6 [0%]
Yard Tag Sweep,9 devices|22% NT|Farmland,35.81716118000001,-119.39369241,3.7777777777777777,#459c00,2/9,Company: Farmland\nNT/Devices: 2/9 [22%]
Yard Tag Sweep,7 devices|0% NT|Farmland,36.946114461538464,-120.30991214999997,2,#008000,0/7,Company: Farmland\nNT/Devices: 0/7 [0%]
Yard Tag Sweep,4 devices|0% NT|Farmland,39.91159578181818,-122.2066476909091,2,#008000,0/4,Company: Farmland\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,9 devices|33% NT|Farmland,35.72520925348837,-119.36658334883724,4.666666666666666,#70aa00,3/9,Company: Farmland\nNT/Devices: 3/9 [33%]
Yard Tag Sweep,3 devices|33% NT|Farmland,35.43743242857143,-119.26095474285714,4.666666666666666,#70aa00,1/3,Company: Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,6 devices|66% NT|Farmland,36.99898474285715,-120.46507698571429,7.333333333333333,#d49000,4/6,Company: Farmland\nNT/Devices: 4/6 [66%]
Yard Tag Sweep,5 devices|20% NT|Farmland,35.56592962105264,-119.17976057894737,3.6,#3d9900,1/5,Company: Farmland\nNT/Devices: 1/5 [20%]
Yard Tag Sweep,3 devices|33% NT|Farmland,36.84389551428571,-120.29170118571429,4.666666666666666,#70aa00,1/3,Company: Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,2 devices|50% NT|Farmland,35.6257259,-119.34421648571428,6.0,#bfbf00,1/2,Company: Farmland\nNT/Devices: 1/2 [50%]
Yard Tag Sweep,3 devices|66% NT|Farmland,40.04002053333333,-122.23310707142855,7.333333333333333,#d49000,2/3,Company: Farmland\nNT/Devices: 2/3 [66%]
Yard Tag Sweep,6 devices|16% NT|Farmland,36.972769400000004,-120.45563888333334,3.333333333333333,#2f9400,1/6,Company: Farmland\nNT/Devices: 1/6 [16%]
Yard Tag Sweep,4 devices|0% NT|Farmland,35.595938777777775,-119.43550702222223,2,#008000,0/4,Company: Farmland\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,12 devices|33% NT|Farmland,35.816565821686744,-119.39332883373491,4.666666666666666,#70aa00,4/12,Company: Farmland\nNT/Devices: 4/12 [33%]
Yard Tag Sweep,4 devices|25% NT|Farmland,35.94110297142857,-119.24215152142857,4.0,#50a000,1/4,Company: Farmland\nNT/Devices: 1/4 [25%]
Yard Tag Sweep,13 devices|38% NT|Farmland,36.952178352631584,-120.44251371578946,5.076923076923077,#86b000,5/13,Company: Farmland\nNT/Devices: 5/13 [38%]
Yard Tag Sweep,3 devices|33% NT|Capitol Ag Group,38.45625643333333,-121.55921683333334,4.666666666666666,#70aa00,1/3,Company: Capitol Ag Group\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,8 devices|25% NT|Farmland,35.818794406382985,-119.32646584680852,4.0,#50a000,2/8,Company: Farmland\nNT/Devices: 2/8 [25%]
Yard Tag Sweep,2 devices|100% NT|Farmland,39.96902998,-122.25532684,10.0,#f00,2/2,Company: Farmland\nNT/Devices: 2/2 [100%]
Yard Tag Sweep,3 devices|33% NT|Farmland,38.282085925000004,-121.2130727875,4.666666666666666,#70aa00,1/3,Company: Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,3 devices|66% NT|Farmland,39.001676062499996,-121.39944745,7.333333333333333,#d49000,2/3,Company: Farmland\nNT/Devices: 2/3 [66%]
Yard Tag Sweep,11 devices|18% NT|Farmland,36.93666666363636,-120.43669683636364,3.4545454545454546,#369700,2/11,Company: Farmland\nNT/Devices: 2/11 [18%]
Yard Tag Sweep,16 devices|18% NT|Mt Adams,45.94675634022988,-119.87896737701149,3.5,#369700,3/16,Company: Mt Adams\nNT/Devices: 3/16 [18%]
Yard Tag Sweep,19 devices|26% NT|Mt Adams,45.86167009301075,-119.88936192526883,4.105263157894736,#54a100,5/19,Company: Mt Adams\nNT/Devices: 5/19 [26%]
Yard Tag Sweep,10 devices|0% NT|Triple A,37.68050721714285,-120.61627272999999,2,#008000,0/10,Company: Triple A\nNT/Devices: 0/10 [0%]
Yard Tag Sweep,8 devices|12% NT|Triple A,37.698611588888895,-120.57719548333336,3.0,#228f00,1/8,Company: Triple A\nNT/Devices: 1/8 [12%]
Yard Tag Sweep,2 devices|0% NT|Triple A,37.91491055625001,-120.83458233125,2,#008000,0/2,Company: Triple A\nNT/Devices: 0/2 [0%]
Yard Tag Sweep,5 devices|20% NT|Triple A,37.67907714864865,-120.57554235405405,3.6,#3d9900,1/5,Company: Triple A\nNT/Devices: 1/5 [20%]
Yard Tag Sweep,2 devices|100% NT|Bee Sweet,35.81113464166667,-119.07471845833334,10.0,#f00,2/2,Company: Bee Sweet\nNT/Devices: 2/2 [100%]
Yard Tag Sweep,5 devices|20% NT|Bee Sweet,33.14911460555555,-115.84733455555556,3.6,#3d9900,1/5,Company: Bee Sweet\nNT/Devices: 1/5 [20%]
Yard Tag Sweep,3 devices|33% NT|Bee Sweet,36.653966614285714,-119.36615208571429,4.666666666666666,#70aa00,1/3,Company: Bee Sweet\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,4 devices|25% NT|Bee Sweet,35.92765745,-119.03248978333333,4.0,#50a000,1/4,Company: Bee Sweet\nNT/Devices: 1/4 [25%]
Yard Tag Sweep,3 devices|33% NT|Bee Sweet,35.678846155555554,-119.09000312222221,4.666666666666666,#70aa00,1/3,Company: Bee Sweet\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,2 devices|0% NT|Bee Sweet,33.089189322222225,-115.7478942888889,2,#008000,0/2,Company: Bee Sweet\nNT/Devices: 0/2 [0%]
Yard Tag Sweep,4 devices|0% NT|Bee Sweet,33.17102811428571,-115.86575972857145,2,#008000,0/4,Company: Bee Sweet\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,3 devices|33% NT|Bee Sweet,36.122777937500004,-119.0181408,4.666666666666666,#70aa00,1/3,Company: Bee Sweet\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,7 devices|14% NT|CMC Farms,35.723657615,-119.13434409999999,3.142857142857143,#299200,1/7,Company: CMC Farms\nNT/Devices: 1/7 [14%]
Yard Tag Sweep,4 devices|0% NT|CMC Farms,35.723278375,-119.13480758333334,2,#008000,0/4,Company: CMC Farms\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,3 devices|33% NT|CMC Farms,36.56309191666667,-119.33232626666667,4.666666666666666,#70aa00,1/3,Company: CMC Farms\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,4 devices|50% NT|CMC Farms,36.25699423333334,-119.12849170000003,6.0,#bfbf00,2/4,Company: CMC Farms\nNT/Devices: 2/4 [50%]
Yard Tag Sweep,4 devices|0% NT|CMC Farms,35.77257383999999,-119.1520401,2,#008000,0/4,Company: CMC Farms\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,10 devices|10% NT|Chico Nut,39.04926201612903,-122.11657566774196,2.8,#1c8d00,1/10,Company: Chico Nut\nNT/Devices: 1/10 [10%]
Yard Tag Sweep,10 devices|10% NT|Chico Nut,39.07623498727273,-122.14406238727274,2.8,#1c8d00,1/10,Company: Chico Nut\nNT/Devices: 1/10 [10%]
Yard Tag Sweep,9 devices|11% NT|Chico Nut,39.12948959999999,-122.2996623653846,2.888888888888889,#1f8e00,1/9,Company: Chico Nut\nNT/Devices: 1/9 [11%]
Yard Tag Sweep,5 devices|0% NT|Chico Nut,38.9202738,-122.04409980000001,2,#008000,0/5,Company: Chico Nut\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,7 devices|14% NT|Chico Nut,39.10215791666667,-122.19931030833332,3.142857142857143,#299200,1/7,Company: Chico Nut\nNT/Devices: 1/7 [14%]
Yard Tag Sweep,4 devices|0% NT|Chico Nut,39.11815025,-122.157236125,2,#008000,0/4,Company: Chico Nut\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,3 devices|0% NT|Chico Nut,39.07606255,-122.14306003333333,2,#008000,0/3,Company: Chico Nut\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,5 devices|40% NT|Gold Leaf,37.601506637777774,-120.70969033777779,5.2,#8fb300,2/5,Company: Gold Leaf\nNT/Devices: 2/5 [40%]
Yard Tag Sweep,13 devices|76% NT|Gold Leaf,35.448121377697845,-113.90015362230214,8.153846153846153,#e16c00,10/13,Company: Gold Leaf\nNT/Devices: 10/13 [76%]
Yard Tag Sweep,6 devices|33% NT|Gold Leaf,36.66711998703703,-120.22969988518518,4.666666666666666,#70aa00,2/6,Company: Gold Leaf\nNT/Devices: 2/6 [33%]
Yard Tag Sweep,3 devices|66% NT|Gold Leaf,36.69267821764706,-120.58532669411767,7.333333333333333,#d49000,2/3,Company: Gold Leaf\nNT/Devices: 2/3 [66%]
Yard Tag Sweep,5 devices|40% NT|Gold Leaf,37.71835995,-120.75623350769231,5.2,#8fb300,2/5,Company: Gold Leaf\nNT/Devices: 2/5 [40%]
Yard Tag Sweep,7 devices|28% NT|Gold Leaf,36.601709771052626,-120.2250478736842,4.285714285714286,#5ca400,2/7,Company: Gold Leaf\nNT/Devices: 2/7 [28%]
Yard Tag Sweep,1 devices|100% NT|Gold Leaf,38.860424338461534,-121.45079274615385,10.0,#f00,1/1,Company: Gold Leaf\nNT/Devices: 1/1 [100%]
Yard Tag Sweep,1 devices|100% NT|Gold Leaf,35.274479549999995,-118.99420293333334,10.0,#f00,1/1,Company: Gold Leaf\nNT/Devices: 1/1 [100%]
Yard Tag Sweep,1 devices|0% NT|Gold Leaf,37.14934497777778,-120.327997,2,#008000,0/1,Company: Gold Leaf\nNT/Devices: 0/1 [0%]
Yard Tag Sweep,1 devices|100% NT|Gold Leaf,35.07696990000001,-119.0029068,10.0,#f00,1/1,Company: Gold Leaf\nNT/Devices: 1/1 [100%]
Yard Tag Sweep,11 devices|54% NT|Terra nova,36.57463752677165,-120.09336042047244,6.363636363636363,#c5b500,6/11,Company: Terra nova\nNT/Devices: 6/11 [54%]
Yard Tag Sweep,5 devices|40% NT|Terra nova,36.57419127000001,-120.09406279999999,5.2,#8fb300,2/5,Company: Terra nova\nNT/Devices: 2/5 [40%]
Yard Tag Sweep,9 devices|55% NT|Terra nova,36.57408671388888,-120.09481684999999,6.444444444444445,#c6b200,5/9,Company: Terra nova\nNT/Devices: 5/9 [55%]
Yard Tag Sweep,4 devices|25% NT|E & J Gallo,37.82770045806452,-121.37224775161289,4.0,#50a000,1/4,Company: E & J Gallo\nNT/Devices: 1/4 [25%]
Yard Tag Sweep,10 devices|0% NT|E & J Gallo,38.25789701153846,-121.37826538461539,2,#008000,0/10,Company: E & J Gallo\nNT/Devices: 0/10 [0%]
Yard Tag Sweep,3 devices|33% NT|E & J Gallo,37.6398257,-121.03564249333334,4.666666666666666,#70aa00,1/3,Company: E & J Gallo\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,10 devices|0% NT|E & J Gallo,38.248820187499994,-121.18658304375,2,#008000,0/10,Company: E & J Gallo\nNT/Devices: 0/10 [0%]
Yard Tag Sweep,11 devices|9% NT|E & J Gallo,38.28292029285715,-121.55727195952382,2.7272727272727275,#198b00,1/11,Company: E & J Gallo\nNT/Devices: 1/11 [9%]
Yard Tag Sweep,4 devices|0% NT|E & J Gallo,38.257567220000006,-121.37899398000002,2,#008000,0/4,Company: E & J Gallo\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,2 devices|50% NT|E & J Gallo,37.6341184,-121.03826015,6.0,#bfbf00,1/2,Company: E & J Gallo\nNT/Devices: 1/2 [50%]
Yard Tag Sweep,3 devices|66% NT|Grapery New,35.111011500000004,-118.87330324,7.333333333333333,#d49000,2/3,Company: Grapery New\nNT/Devices: 2/3 [66%]
Yard Tag Sweep,4 devices|0% NT|Grapery New,35.70364373137255,-119.25932071568627,2,#008000,0/4,Company: Grapery New\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,4 devices|75% NT|Grapery New,35.100429246153844,-118.8546436153846,8.0,#df7000,3/4,Company: Grapery New\nNT/Devices: 3/4 [75%]
Yard Tag Sweep,4 devices|50% NT|Grapery New,35.11087819,-118.87237852000003,6.0,#bfbf00,2/4,Company: Grapery New\nNT/Devices: 2/4 [50%]
Yard Tag Sweep,2 devices|50% NT|Grapery New,35.50662507272727,-119.20869306363639,6.0,#bfbf00,1/2,Company: Grapery New\nNT/Devices: 1/2 [50%]
Yard Tag Sweep,1 devices|100% NT|Grapery New,35.9772491625,-119.1165266125,10.0,#f00,1/1,Company: Grapery New\nNT/Devices: 1/1 [100%]
Yard Tag Sweep,36 devices|2% NT|Lange Twins,38.19950053960396,-121.29528937425742,2.2222222222222223,#058300,1/36,Company: Lange Twins\nNT/Devices: 1/36 [2%]
Yard Tag Sweep,13 devices|7% NT|Lange Twins,38.283315558823524,-121.50652492352941,2.6153846153846154,#138900,1/13,Company: Lange Twins\nNT/Devices: 1/13 [7%]
Yard Tag Sweep,21 devices|9% NT|Lange Twins,38.15988687894736,-121.08728589122806,2.761904761904762,#198b00,2/21,Company: Lange Twins\nNT/Devices: 2/21 [9%]
Yard Tag Sweep,15 devices|6% NT|Lange Twins,38.19036411891892,-121.64843399999997,2.533333333333333,#108800,1/15,Company: Lange Twins\nNT/Devices: 1/15 [6%]
Yard Tag Sweep,7 devices|14% NT|Lange Twins,38.291132555,-121.46918181999999,3.142857142857143,#299200,1/7,Company: Lange Twins\nNT/Devices: 1/7 [14%]
Yard Tag Sweep,8 devices|0% NT|Lange Twins,38.31038569166667,-121.52246855833334,2,#008000,0/8,Company: Lange Twins\nNT/Devices: 0/8 [0%]
Yard Tag Sweep,6 devices|0% NT|Lange Twins,38.35633850909091,-121.54789735454546,2,#008000,0/6,Company: Lange Twins\nNT/Devices: 0/6 [0%]
Yard Tag Sweep,4 devices|25% NT|Lange Twins,38.167114275,-121.3538465375,4.0,#50a000,1/4,Company: Lange Twins\nNT/Devices: 1/4 [25%]
Yard Tag Sweep,11 devices|27% NT|Lange Twins,38.20895221714285,-121.29374738571428,4.181818181818182,#58a200,3/11,Company: Lange Twins\nNT/Devices: 3/11 [27%]
Yard Tag Sweep,4 devices|0% NT|Lange Twins,38.30990218888889,-121.52200147777778,2,#008000,0/4,Company: Lange Twins\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,23 devices|13% NT|Lange Twins,38.336077100000004,-121.5936036707865,3.0434782608695654,#269100,3/23,Company: Lange Twins\nNT/Devices: 3/23 [13%]
Yard Tag Sweep,5 devices|0% NT|Lange Twins,38.179017214285714,-121.37347957142858,2,#008000,0/5,Company: Lange Twins\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,8 devices|0% NT|Lange Twins,38.2001007875,-121.29643535625,2,#008000,0/8,Company: Lange Twins\nNT/Devices: 0/8 [0%]
Yard Tag Sweep,8 devices|0% NT|Lange Twins,38.202109011111105,-121.33672164444445,2,#008000,0/8,Company: Lange Twins\nNT/Devices: 0/8 [0%]
Yard Tag Sweep,9 devices|0% NT|Lange Twins,38.21323458888889,-121.6101922,2,#008000,0/9,Company: Lange Twins\nNT/Devices: 0/9 [0%]
Yard Tag Sweep,4 devices|0% NT|Lange Twins,38.13865510000001,-121.33669892,2,#008000,0/4,Company: Lange Twins\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,4 devices|0% NT|Lange Twins,38.10360501428571,-121.14247130000001,2,#008000,0/4,Company: Lange Twins\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,5 devices|40% NT|Lange Twins,38.19901962,-121.2962219,5.2,#8fb300,2/5,Company: Lange Twins\nNT/Devices: 2/5 [40%]
Yard Tag Sweep,3 devices|0% NT|Lange Twins,38.21392516,-121.61042482,2,#008000,0/3,Company: Lange Twins\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,5 devices|0% NT|Lange Twins,38.22227096666666,-121.60703915000003,2,#008000,0/5,Company: Lange Twins\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,7 devices|0% NT|Lange Twins,38.170837399999996,-121.35103183333334,2,#008000,0/7,Company: Lange Twins\nNT/Devices: 0/7 [0%]
Yard Tag Sweep,4 devices|0% NT|Lange Twins,38.2389883875,-121.2172174625,2,#008000,0/4,Company: Lange Twins\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,3 devices|0% NT|Lange Twins,38.106542600000004,-121.14256541666668,2,#008000,0/3,Company: Lange Twins\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,13 devices|38% NT|WA Farmland,46.49166680630631,-120.3720309963964,5.076923076923077,#86b000,5/13,Company: WA Farmland\nNT/Devices: 5/13 [38%]
Yard Tag Sweep,8 devices|50% NT|WA Farmland,46.43343956339287,-120.25641244375,6.0,#bfbf00,4/8,Company: WA Farmland\nNT/Devices: 4/8 [50%]
Yard Tag Sweep,5 devices|0% NT|WA Farmland,46.50395952142856,-120.43574660714286,2,#008000,0/5,Company: WA Farmland\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,6 devices|33% NT|WA Farmland,46.7635114386076,-119.72392726898734,4.666666666666666,#70aa00,2/6,Company: WA Farmland\nNT/Devices: 2/6 [33%]
Yard Tag Sweep,7 devices|42% NT|WA Farmland,46.2288958311111,-119.68974693333332,5.428571428571429,#98b500,3/7,Company: WA Farmland\nNT/Devices: 3/7 [42%]
Yard Tag Sweep,9 devices|22% NT|WA Farmland,46.391266248,-120.01277381900002,3.7777777777777777,#459c00,2/9,Company: WA Farmland\nNT/Devices: 2/9 [22%]
Yard Tag Sweep,6 devices|83% NT|WA Farmland,46.41546182058825,-120.1288047102941,8.666666666666668,#e94f00,5/6,Company: WA Farmland\nNT/Devices: 5/6 [83%]
Yard Tag Sweep,16 devices|25% NT|WA Farmland,46.484337008000004,-120.50114959999999,4.0,#50a000,4/16,Company: WA Farmland\nNT/Devices: 4/16 [25%]
Yard Tag Sweep,10 devices|80% NT|WA Farmland,46.72279476666667,-119.73849560740742,8.4,#e65c00,8/10,Company: WA Farmland\nNT/Devices: 8/10 [80%]
Yard Tag Sweep,7 devices|42% NT|WA Farmland,46.73470864821428,-119.83753653928572,5.428571428571429,#98b500,3/7,Company: WA Farmland\nNT/Devices: 3/7 [42%]
Yard Tag Sweep,10 devices|80% NT|WA Farmland,46.76392887142857,-119.72316927999998,8.4,#e65c00,8/10,Company: WA Farmland\nNT/Devices: 8/10 [80%]
Yard Tag Sweep,2 devices|100% NT|WA Farmland,46.96406582857143,-119.57748630714286,10.0,#f00,2/2,Company: WA Farmland\nNT/Devices: 2/2 [100%]
Yard Tag Sweep,6 devices|66% NT|WA Farmland,46.23641750813953,-118.94353769418605,7.333333333333333,#d49000,4/6,Company: WA Farmland\nNT/Devices: 4/6 [66%]
Yard Tag Sweep,10 devices|60% NT|WA Farmland,46.303250242857146,-119.9097601978022,6.8,#cca300,6/10,Company: WA Farmland\nNT/Devices: 6/10 [60%]
Yard Tag Sweep,8 devices|100% NT|WA Farmland,46.47651257826087,-120.31279466811596,10.0,#f00,8/8,Company: WA Farmland\nNT/Devices: 8/8 [100%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.75522061111111,-119.65876772222224,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.94420759354839,-119.32406001290323,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,14 devices|71% NT|WA Farmland,46.3034135,-119.8419430342857,7.714285714285714,#da7f00,10/14,Company: WA Farmland\nNT/Devices: 10/14 [71%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.50390626666666,-120.35644278333332,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,1 devices|100% NT|WA Farmland,46.75544038333334,-119.65342076666667,10.0,#f00,1/1,Company: WA Farmland\nNT/Devices: 1/1 [100%]
Yard Tag Sweep,3 devices|0% NT|WA Farmland,46.50463026,-120.43623352,2,#008000,0/3,Company: WA Farmland\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,4 devices|75% NT|WA Farmland,46.39062340833333,-120.01205125833333,8.0,#df7000,3/4,Company: WA Farmland\nNT/Devices: 3/4 [75%]
Yard Tag Sweep,11 devices|36% NT|WA Farmland,46.491365988235295,-120.5311387,4.909090909090909,#7dae00,4/11,Company: WA Farmland\nNT/Devices: 4/11 [36%]
Yard Tag Sweep,8 devices|50% NT|WA Farmland,46.75170154999999,-119.86933899,6.0,#bfbf00,4/8,Company: WA Farmland\nNT/Devices: 4/8 [50%]
Yard Tag Sweep,8 devices|37% NT|WA Farmland,46.43609944074075,-120.5031693074074,5.0,#81af00,3/8,Company: WA Farmland\nNT/Devices: 3/8 [37%]
Yard Tag Sweep,6 devices|66% NT|WA Farmland,46.423221899999994,-120.17200024166665,7.333333333333333,#d49000,4/6,Company: WA Farmland\nNT/Devices: 4/6 [66%]
Yard Tag Sweep,5 devices|80% NT|WA Farmland,46.3484014575,-119.20232677250002,8.4,#e65c00,4/5,Company: WA Farmland\nNT/Devices: 4/5 [80%]
Yard Tag Sweep,3 devices|100% NT|WA Farmland,46.95902445,-119.57994079000002,10.0,#f00,3/3,Company: WA Farmland\nNT/Devices: 3/3 [100%]
Yard Tag Sweep,6 devices|16% NT|WA Farmland,46.48454466086957,-120.39243182608696,3.333333333333333,#2f9400,1/6,Company: WA Farmland\nNT/Devices: 1/6 [16%]
Yard Tag Sweep,8 devices|50% NT|WA Farmland,46.22154128676472,-119.8840716882353,6.0,#bfbf00,4/8,Company: WA Farmland\nNT/Devices: 4/8 [50%]
Yard Tag Sweep,5 devices|20% NT|WA Farmland,46.481866841666665,-120.36101595000001,3.6,#3d9900,1/5,Company: WA Farmland\nNT/Devices: 1/5 [20%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.48109563333333,-120.359581,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.754986845454546,-119.66235699090907,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,4 devices|75% NT|WA Farmland,46.24974976,-119.83223876,8.0,#df7000,3/4,Company: WA Farmland\nNT/Devices: 3/4 [75%]
Yard Tag Sweep,3 devices|66% NT|WA Farmland,46.76134301666667,-119.7209854,7.333333333333333,#d49000,2/3,Company: WA Farmland\nNT/Devices: 2/3 [66%]
Yard Tag Sweep,3 devices|33% NT|WA Farmland,46.76654945000001,-119.70450083333333,4.666666666666666,#70aa00,1/3,Company: WA Farmland\nNT/Devices: 1/3 [33%]
Yard Tag Sweep,3 devices|100% NT|WA Farmland,46.39986038333333,-120.0942917,10.0,#f00,3/3,Company: WA Farmland\nNT/Devices: 3/3 [100%]
Yard Tag Sweep,6 devices|0% NT|AGIS Capital,37.606649227272726,-120.63097659090909,2,#008000,0/6,Company: AGIS Capital\nNT/Devices: 0/6 [0%]
Yard Tag Sweep,4 devices|0% NT|AGIS Capital,39.27834378888889,-122.27579955888886,2,#008000,0/4,Company: AGIS Capital\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,9 devices|11% NT|AGIS Capital,37.611057975757575,-120.61452738181816,2.888888888888889,#1f8e00,1/9,Company: AGIS Capital\nNT/Devices: 1/9 [11%]
Yard Tag Sweep,9 devices|55% NT|AGIS Capital,37.558561185365846,-120.59963821707318,6.444444444444445,#c6b200,5/9,Company: AGIS Capital\nNT/Devices: 5/9 [55%]
Yard Tag Sweep,2 devices|100% NT|AGIS Capital,38.803367609090905,-122.01350125454546,10.0,#f00,2/2,Company: AGIS Capital\nNT/Devices: 2/2 [100%]
Yard Tag Sweep,7 devices|0% NT|AGIS Capital,37.60469530615386,-120.6110579246154,2,#008000,0/7,Company: AGIS Capital\nNT/Devices: 0/7 [0%]
Yard Tag Sweep,5 devices|0% NT|AGIS Capital,39.33067704,-122.24114989999998,2,#008000,0/5,Company: AGIS Capital\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,3 devices|0% NT|AGIS Capital,39.36001501111111,-122.23853726666668,2,#008000,0/3,Company: AGIS Capital\nNT/Devices: 0/3 [0%]
Yard Tag Sweep,8 devices|12% NT|AGIS Capital,37.58083012666667,-120.61233826666665,3.0,#228f00,1/8,Company: AGIS Capital\nNT/Devices: 1/8 [12%]
Yard Tag Sweep,5 devices|0% NT|AGIS Capital,37.58257064,-120.6000885,2,#008000,0/5,Company: AGIS Capital\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,5 devices|0% NT|AGIS Capital,39.354598980000006,-122.2490967,2,#008000,0/5,Company: AGIS Capital\nNT/Devices: 0/5 [0%]
Yard Tag Sweep,8 devices|75% NT|Campos F & T,36.492192842,-119.80992507800002,8.0,#df7000,6/8,Company: Campos F & T\nNT/Devices: 6/8 [75%]
Yard Tag Sweep,7 devices|100% NT|Campos F & T,36.51476852340425,-119.80022705957447,10.0,#f00,7/7,Company: Campos F & T\nNT/Devices: 7/7 [100%]
Yard Tag Sweep,4 devices|100% NT|Campos F & T,36.50347296666667,-119.80953725,10.0,#f00,4/4,Company: Campos F & T\nNT/Devices: 4/4 [100%]
Yard Tag Sweep,5 devices|80% NT|Campos F & T,36.50779724,-119.77955628,8.4,#e65c00,4/5,Company: Campos F & T\nNT/Devices: 4/5 [80%]
Yard Tag Sweep,5 devices|100% NT|Campos F & T,36.5171102,-119.80672836666668,10.0,#f00,5/5,Company: Campos F & T\nNT/Devices: 5/5 [100%]
Yard Tag Sweep,2 devices|50% NT|Campos F & T,36.469056450000004,-119.77670670000002,6.0,#bfbf00,1/2,Company: Campos F & T\nNT/Devices: 1/2 [50%]
Yard Tag Sweep,4 devices|100% NT|Campos F & T,36.50025406,-119.77097168,10.0,#f00,4/4,Company: Campos F & T\nNT/Devices: 4/4 [100%]
Yard Tag Sweep,11 devices|0% NT|KG Vineyards,38.116639271428575,-121.35028567142855,2,#008000,0/11,Company: KG Vineyards\nNT/Devices: 0/11 [0%]
Yard Tag Sweep,5 devices|40% NT|KG Vineyards,38.09121876,-121.43956338000001,5.2,#8fb300,2/5,Company: KG Vineyards\nNT/Devices: 2/5 [40%]
Yard Tag Sweep,4 devices|0% NT|KG Vineyards,38.184067712499996,-121.57723138749999,2,#008000,0/4,Company: KG Vineyards\nNT/Devices: 0/4 [0%]
Yard Tag Sweep,1 devices|0% NT|KG Vineyards,38.13877628181819,-121.45453852727273,2,#008000,0/1,Company: KG Vineyards\nNT/Devices: 0/1 [0%]
Yard Tag Sweep,8 devices|0% NT|KG Vineyards,38.163408913333335,-121.62313486000001,2,#008000,0/8,Company: KG Vineyards\nNT/Devices: 0/8 [0%]
Yard Tag Sweep,4 devices|25% NT|KG Vineyards,38.149163583333326,-121.32793173333333,4.0,#50a000,1/4,Company: KG Vineyards\nNT/Devices: 1/4 [25%]
